key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,key_12,key_13,key_14,key_15,key_16,key_17,key_18,key_19,key_20,key_21,key_22,key_23,key_24,key_25,key_26,key_27,key_28,key_29,key_30,key_31,key_32,key_33,key_34,key_35,key_36
68.71918,73.275856,71.99243,65.84435,64.98297,70.660835,90.86573,62.148205,72.63421,73.740585,122.48846,78.1916,91.99514,99.19618,129.66301,84.96448,94.48444,123.413315,113.482376,83.71303,102.17448,96.70253,151.60335,157.3026,130.21828,164.30345,135.66403,223.3641,121.01208,229.24838,130.41122,291.18106,123.71389,291.4969,coverdrive,cover_0001.jpg
80.83873,50.185688,83.60435,47.38877,78.33693,47.305984,88.06758,48.147858,75.03988,48.339878,90.03392,65.33466,68.59947,63.864002,91.35841,87.2464,62.66357,85.71946,91.72855,99.61854,71.74804,101.40481,75.65343,103.86478,61.960114,102.9008,77.12428,135.81302,67.62999,135.80629,66.57213,164.9572,59.35781,167.12276,coverdrive,cover_00022.jpg
86.20475,53.990677,88.93968,51.137238,84.00969,51.0612,93.95496,51.416626,81.4001,51.63067,95.417435,68.448975,74.660934,66.022385,95.43802,91.24017,67.84622,87.096794,95.62214,103.42141,77.41497,103.62316,79.286766,106.901634,65.86655,105.61848,83.35805,138.39801,74.47786,138.04668,72.90303,169.83699,65.69313,172.04149,coverdrive,cover_00023.jpg
89.45802,53.246838,92.353935,50.41192,86.877396,50.281464,96.9096,50.916706,83.33386,50.791862,97.385544,68.360374,74.78597,66.14519,95.50209,91.161804,66.14615,89.613716,97.24574,103.94237,78.11357,106.54762,82.073364,109.84848,67.684586,108.91829,84.04205,142.86038,74.09241,142.3797,74.03905,175.7424,67.4622,176.99739,coverdrive,cover_00024.jpg
95.64925,52.586155,98.68147,49.965458,92.77363,49.798862,101.899216,51.030083,87.4281,50.73262,100.19302,67.64553,78.19476,66.375114,101.74582,87.722534,70.49891,88.564255,104.42897,102.542984,81.297615,105.38765,83.187294,107.324486,69.25084,106.84773,82.60083,142.16617,74.2511,143.10556,74.6697,177.51746,70.42673,180.2672,coverdrive,cover_00025.jpg
138.45839,63.238674,141.0882,60.16137,136.12122,57.998764,138.02553,59.03584,122.77732,52.9493,130.12978,81.22282,102.824905,67.78933,143.58054,106.34801,110.14597,76.91744,148.39435,106.137665,136.9896,85.4002,103.095856,145.2602,84.86475,141.28142,106.619934,190.59052,95.27024,191.1227,106.44105,233.12682,96.66807,239.09491,coverdrive,cover_00026.jpg
137.11243,65.73373,138.16985,61.442036,135.65778,60.886234,128.68051,60.060474,124.654854,59.2982,120.46288,81.02992,102.02711,83.64012,130.16081,109.285255,90.476746,121.11547,152.0525,103.073494,121.08056,112.10902,100.397575,144.98721,89.11331,147.64459,104.1839,191.64725,96.29008,198.91075,102.29147,240.53842,92.64623,249.47173,coverdrive,cover_00027.jpg
140.21928,63.401,137.8118,58.670143,141.1141,58.023697,114.91217,55.143524,135.10434,55.013428,97.99538,73.83524,124.111465,79.76391,113.51313,99.76984,140.96829,112.036575,134.82272,81.942604,144.10625,88.52072,79.929214,156.24046,96.62662,159.45515,97.83812,207.66748,106.617226,214.82127,105.82703,251.57947,101.39766,262.37927,coverdrive,cover_00028.jpg
134.60774,64.73156,132.61534,59.521652,135.36748,59.389393,111.58418,54.772125,133.4705,56.07246,93.854256,73.63347,126.75179,79.07753,103.98809,99.501526,139.80219,109.2994,131.0931,83.960266,141.15819,87.0,74.39789,156.372,96.69451,159.16211,91.868256,208.03719,109.85682,212.17407,98.68688,254.55615,107.12896,259.9161,coverdrive,cover_00029.jpg
113.12592,72.77998,114.46064,70.167656,112.667854,68.91611,106.11745,67.93739,105.38581,65.2574,92.3442,85.78676,92.91488,81.61377,102.24024,113.52713,92.584045,112.83699,120.89079,124.10172,102.56648,150.97371,71.3561,141.77676,73.95937,141.26492,76.76481,182.34212,93.91884,189.00333,69.021164,218.5292,91.77069,236.1284,coverdrive,cover_00032.jpg
118.346275,63.7115,120.75637,61.79032,116.87883,59.039948,118.143295,61.421173,107.016624,54.080315,109.96552,82.21879,90.62897,65.90483,124.49145,114.500885,92.872856,79.92901,136.32234,129.16403,106.38439,99.227646,85.39466,137.69487,73.51986,132.14401,92.478546,187.66263,91.635345,184.35492,87.58139,230.86394,90.19115,232.32689,coverdrive,cover_00033.jpg
130.46884,60.80203,131.07094,57.126354,130.46935,56.630596,117.31376,53.694115,125.724724,54.238987,100.891045,69.15106,117.99283,73.29866,100.88533,98.83372,130.14157,104.41113,114.762344,124.75245,146.02083,120.95853,78.38301,133.26564,89.87739,134.75586,90.12476,186.95323,104.72142,189.33699,89.56632,232.97539,103.078,237.43626,coverdrive,cover_00034.jpg
129.17177,60.947117,129.99883,57.685276,128.0649,55.579918,122.91526,59.110435,117.41864,53.70896,123.95806,86.70152,85.90599,80.585075,140.5981,117.175095,63.70195,129.79121,130.13538,99.188286,81.81413,174.03465,99.6957,164.55576,77.17474,162.26648,94.34278,220.53197,83.85567,221.00888,90.796104,255.07597,82.7784,260.52524,coverdrive,cover_00035.jpg
136.06378,102.760056,140.31483,100.348045,132.73799,97.79704,142.21378,106.27033,122.88651,99.65847,139.63399,131.66681,93.70374,113.368675,131.21623,134.25304,54.161682,99.446526,97.846535,100.246475,65.633,93.276,107.42805,195.9032,77.77888,188.73265,112.522156,244.30103,84.69451,236.1721,102.63108,289.14053,82.51906,282.61234,coverdrive,cover_00037.jpg
137.52293,119.96178,143.32709,116.616035,133.82768,114.24595,147.75308,119.69126,124.81511,114.16079,144.48537,143.36633,98.10067,131.36934,129.21753,143.59033,58.126377,122.17808,90.63895,109.38016,55.399464,107.494484,111.48944,215.84503,80.57206,210.32237,119.733574,267.39984,86.60443,259.8539,107.11661,302.39862,82.812294,297.32657,coverdrive,cover_00038.jpg
126.11296,134.44102,131.76367,131.69543,124.7584,129.638,138.42328,136.45673,120.96258,130.77663,140.50119,157.5878,91.99314,146.41678,130.25758,157.60307,54.40908,134.81071,90.47558,116.506775,61.115437,103.5159,110.98289,232.52557,78.78135,228.75266,118.49947,279.2012,84.60054,278.2153,112.87614,322.63763,92.15167,327.62567,coverdrive,cover_00039.jpg
137.44502,77.92272,142.22823,74.78891,136.62936,73.42278,149.22966,68.08122,134.93275,64.57842,149.2142,81.798676,115.47565,71.28726,160.74136,113.93013,109.68565,91.64966,149.56302,117.06218,134.44844,95.25349,100.85233,138.34663,82.39178,133.31107,99.32069,190.74243,105.679794,189.63889,84.689026,240.31651,112.71986,245.1382,coverdrive,cover_00052.jpg
147.09018,63.065357,149.9584,59.80617,144.66089,57.775616,146.98444,60.837536,132.01588,54.57647,141.02184,88.97591,108.475,71.639275,159.34943,129.9382,101.285126,78.453255,186.885,160.93755,117.46104,77.308205,110.545975,154.37914,89.53487,149.37491,116.55483,208.53458,97.474976,206.91148,114.3187,254.42554,94.12636,254.65277,coverdrive,cover_00072.jpg
156.48973,73.15991,162.64482,70.51657,152.2599,67.70662,162.49275,79.189865,135.42023,71.95336,152.0063,108.990654,106.127785,94.4353,146.33696,121.75109,81.41019,89.235054,105.90789,89.19445,77.38634,70.09896,111.70779,177.74902,81.20286,171.83148,113.03845,230.75594,83.99968,227.48825,115.24492,282.71796,94.5052,284.69327,coverdrive,cover_00073.jpg
151.85732,127.41151,160.01283,123.78425,148.81825,120.57933,164.7343,128.22346,136.65164,119.40341,154.87703,153.66771,108.17757,138.33734,149.7148,160.2924,75.92782,133.37697,107.51983,123.387314,72.007774,124.61333,115.25755,221.78452,83.807816,215.23203,111.88018,275.51108,77.8911,272.9428,117.04526,334.7753,90.59948,341.08652,coverdrive,cover_00074.jpg
152.38286,162.9321,160.44382,159.23773,149.48341,158.10504,170.0192,167.93585,143.2107,164.20676,169.95746,196.60634,103.45643,186.92928,147.65123,190.88931,47.035667,171.31253,97.855644,135.88611,65.69256,133.40875,129.6317,285.31277,84.9609,282.14386,124.608894,342.33493,78.28462,341.18515,130.5459,399.71606,96.33943,401.5798,coverdrive,cover_00075.jpg
155.44113,163.36723,163.99783,159.39525,151.50302,158.02663,172.41351,167.83385,142.1887,163.42181,169.48328,195.99493,102.90474,186.01314,145.9053,190.69044,47.214577,171.15509,96.08531,136.05347,63.79616,134.13712,131.078,282.09146,86.16393,279.04855,124.15325,338.44833,76.567444,337.805,130.83179,397.27814,95.85304,399.9709,coverdrive,cover_00076.jpg
147.53917,160.38959,154.76974,156.47992,145.01094,155.66888,166.28738,165.94708,142.06648,163.00313,171.43011,195.10867,103.53397,186.29926,143.05757,182.58095,43.965374,171.46176,100.434425,125.091606,66.51858,133.6605,136.05418,290.13202,89.617226,286.45016,132.6806,343.68896,73.54063,337.29355,135.41791,406.63498,84.020226,399.57513,coverdrive,cover_00077.jpg
165.77518,151.1395,172.80424,146.0391,161.29964,145.25475,177.68979,152.79187,150.44022,148.96555,176.67227,183.89265,110.39172,175.11989,154.69629,184.20117,57.470078,165.74496,105.76952,130.71892,68.80312,123.42613,145.18782,286.7447,100.146904,284.98297,134.24219,337.32773,79.42078,340.69553,142.50285,403.01285,98.32583,411.23755,coverdrive,cover_00078.jpg
111.91514,56.031445,114.86789,52.859055,108.65885,52.346416,116.85136,52.84767,101.72228,52.209328,111.19053,72.29722,91.47299,69.13286,110.22149,100.70165,86.86747,97.41323,115.40018,116.39633,100.21827,117.06633,88.715225,114.88568,75.76855,113.92771,98.41837,148.85521,90.8212,149.17552,86.98621,189.77115,80.88831,193.11922,coverdrive,cover_00082.jpg
116.42703,49.88378,119.59062,46.304276,112.924995,45.983597,121.13173,46.513603,105.116455,46.431606,114.7624,67.45507,93.56492,66.957695,112.20513,95.819496,87.958244,101.567474,116.43403,114.96321,102.264114,129.85352,91.29128,113.87074,77.59776,113.830894,99.19906,149.84639,90.889435,151.3187,87.7484,192.04572,81.10911,196.69295,coverdrive,cover_00083.jpg
118.61632,46.92357,122.43858,42.894665,115.30388,42.373833,124.760895,42.132507,107.857635,41.32697,117.57003,65.5747,94.811646,62.49678,113.83011,98.993324,86.205986,99.48038,122.967896,114.916954,100.90051,130.10373,92.128204,119.540436,77.58411,118.67643,97.31947,161.14111,89.787346,162.29254,88.228264,205.83617,81.68342,211.54222,coverdrive,cover_00084.jpg
130.57861,50.524055,134.94186,46.691994,126.73407,45.774464,138.19481,46.88397,118.339226,44.953106,130.37726,70.80389,104.243805,65.335144,129.38318,105.33661,95.35257,101.47534,136.94733,121.80072,110.30581,131.78406,101.49258,124.53541,84.43255,122.7245,108.92018,168.91312,97.37493,169.7847,97.612724,216.26773,86.88279,222.30447,coverdrive,cover_00085.jpg
130.74602,49.43541,135.27388,45.52552,126.98542,44.586838,139.33841,46.051586,119.26346,44.312954,132.71777,70.22152,105.06399,66.72925,130.957,103.03898,96.18391,105.24156,138.44719,122.18381,115.21673,136.949,104.52492,123.70809,86.85692,122.56007,111.29579,169.46161,100.42799,170.09177,98.21405,217.99971,90.45791,222.41928,coverdrive,cover_00086.jpg
113.85442,59.359776,118.66629,55.00124,110.21222,54.391186,123.37486,54.361607,102.23476,53.057903,120.89197,78.4181,88.78145,76.202385,124.55073,114.92128,83.62899,114.97332,128.62993,140.5199,100.55714,149.51591,94.71232,139.98285,74.03788,139.28197,93.96645,190.45439,80.37648,194.32127,83.01383,239.677,73.317,249.74223,coverdrive,cover_00087.jpg
117.40926,53.43017,122.32857,49.322422,113.24162,48.50041,125.65838,51.670444,103.79609,49.60681,121.71552,80.59396,88.40122,76.52859,123.44985,115.4253,78.680916,115.04917,127.547226,130.22284,102.758545,144.88802,98.93139,146.19153,77.37306,145.00562,94.017944,197.73013,79.955345,199.9232,84.786385,251.29599,75.22816,258.15488,coverdrive,cover_00088.jpg
137.53458,77.484375,141.28548,72.90142,134.67688,71.55071,138.55492,70.4555,123.668495,67.57476,124.46645,96.808365,104.629456,91.677345,129.67398,139.7931,103.2476,143.89923,147.01,138.0827,119.72539,169.08305,85.746254,167.58583,72.242966,165.41112,90.12313,230.15315,83.34586,231.21155,87.2599,289.51892,76.68649,297.30414,coverdrive,cover_00089.jpg
46.69381,101.1439,49.067528,96.01602,41.53585,96.61769,58.21992,90.00232,40.495575,91.63852,74.7545,104.062195,62.00614,105.18074,70.55856,139.54707,63.48962,138.26079,52.54542,158.69502,50.96001,158.31992,123.30031,154.00607,114.779884,154.22789,90.74202,213.07027,96.53467,210.99332,89.03333,272.8628,100.93167,267.12424,coverdrive,cover_0012.jpg
149.48482,53.651463,155.54843,48.79008,145.1495,47.64793,160.1203,49.40979,135.57773,47.458168,145.79802,75.80044,118.40967,69.737495,136.31433,117.94635,108.89029,110.83241,143.48274,145.56644,123.80778,138.71196,100.93772,130.93254,82.2571,128.1217,117.41837,184.8435,104.14908,181.46843,105.12353,244.5233,93.851654,244.20549,coverdrive,cover_0020.jpg
117.54194,81.82955,118.72757,75.44477,113.33762,77.986,120.4975,70.72609,109.638596,77.29924,136.33235,85.863945,116.7512,104.91951,120.771324,111.84982,114.69479,149.3757,109.879265,102.787285,109.62622,112.35671,182.54997,180.69807,167.92892,189.24275,165.53368,252.87477,156.79831,257.5305,166.11174,322.1607,166.27553,321.29398,coverdrive,cover_0031.jpg
124.25315,62.44468,128.622,58.57254,120.5915,57.643806,131.57999,58.76864,111.80695,57.281384,122.62489,81.184456,96.847855,77.16446,119.882515,114.85589,90.92829,113.42369,126.99832,141.11992,110.8006,145.19897,85.946236,128.27289,69.42619,126.02264,91.128555,175.52104,83.770424,172.95885,76.61599,226.07602,74.08036,225.03462,coverdrive,cover_0032.jpg
70.670685,57.174698,72.621254,53.80398,68.05019,54.039276,78.05321,51.75979,66.310394,51.988792,88.36809,63.543865,76.20611,64.63341,93.205215,88.39492,81.39904,88.26027,84.28319,109.2954,77.74583,108.661026,112.59025,97.37489,103.93604,98.259766,103.32107,132.87227,97.87522,133.51183,108.21616,166.74681,102.7602,166.20525,coverdrive,cover_0044.jpg
118.67585,64.41655,122.56933,60.677994,116.63184,60.824013,127.5699,60.41989,113.66425,61.48461,119.23061,79.641235,105.75514,79.79425,114.67787,106.5357,103.23736,106.63445,119.25429,116.59601,117.39168,110.0317,88.76474,120.967445,80.46103,121.12515,97.38449,166.07495,100.80276,168.9345,88.87286,210.21008,96.61495,216.43303,coverdrive,cover_0046.jpg
179.29922,63.18326,184.46364,60.60307,177.76633,57.314686,179.88824,62.516834,161.52673,54.02398,161.68262,79.99776,131.0416,70.52556,164.90419,107.81409,121.97913,94.520134,165.88771,102.63258,142.07648,91.41811,125.290985,130.40572,103.43606,127.83561,124.02794,186.04787,104.77151,186.25465,134.16826,242.676,120.96487,247.78471,coverdrive,cover_0050.jpg
110.04745,56.850994,113.59123,54.153435,106.57653,52.80627,114.60139,55.957703,96.04377,52.74127,107.67893,74.835075,80.68945,68.51196,111.320435,94.79103,63.268055,89.29914,115.54325,101.60151,67.275536,113.0331,88.10093,121.04996,70.803185,119.27112,93.78076,164.03796,81.257904,164.3075,87.81997,207.86446,77.837685,211.9183,coverdrive,cover_0052.jpg
112.44991,62.58103,115.43733,58.656536,109.31176,57.496674,114.35598,54.80351,99.234924,52.49776,108.874466,74.246925,82.25441,72.969986,107.38428,102.11827,65.086136,111.80708,115.77738,114.96103,76.83432,149.85283,94.75734,138.05443,78.07082,138.48091,94.96129,182.85359,79.327736,185.5281,89.68164,216.99005,73.691246,222.87852,coverdrive,cover_0054.jpg
68.79331,47.74519,71.792854,45.166153,65.80596,45.33508,78.35971,46.60892,63.778362,46.481903,87.3014,63.3268,67.48261,64.655495,84.48553,87.271545,62.813114,91.39,71.99052,96.127625,65.42815,98.73319,106.35231,103.60388,98.17276,104.225655,77.4231,137.16841,102.982796,133.23856,72.6089,168.69623,131.45909,159.147,sweep,sweep_004121.jpg
68.02235,48.04445,71.26705,45.44912,65.24182,45.45527,78.52774,46.52475,63.72779,46.048878,87.85042,63.050556,67.650566,63.94153,83.700264,88.22779,61.624046,91.10127,68.11337,100.31371,58.2341,101.68352,106.27929,102.6451,98.00641,102.67896,76.40814,138.70006,102.419365,133.17429,72.50431,169.37137,132.30899,157.98773,sweep,sweep_004122.jpg
65.53566,44.285385,69.25792,41.288563,62.13824,41.110775,76.89836,42.07058,59.65358,41.153316,86.6519,59.18469,62.078484,60.91756,78.5025,84.08609,55.93055,91.69102,64.797226,89.61637,60.032875,94.01838,107.715576,104.32831,96.69817,104.73266,73.724655,134.52216,97.64072,127.92268,64.81304,165.90308,128.6899,152.05373,sweep,sweep_004124.jpg
68.38259,54.569843,72.22903,50.81206,64.85873,51.084957,79.60536,50.85681,61.609543,52.10912,88.27808,67.22917,63.662052,69.69674,88.34135,92.31935,60.204372,95.49194,68.53612,102.82195,58.894283,108.361404,91.426575,110.55226,75.51125,110.44025,79.69946,141.76942,70.12259,142.6673,71.45765,176.2934,70.256805,179.00859,sweep,sweep_004127.jpg
67.6945,49.230473,71.1043,45.484463,63.75209,46.097073,77.77818,46.34536,59.986477,48.31697,87.6111,65.65503,59.508297,66.41332,93.16704,90.9355,56.506878,91.00972,78.45373,95.5838,61.95553,102.81569,85.06449,111.044464,66.980896,110.31099,79.329834,144.99467,66.4753,144.14442,72.40993,177.62952,66.13957,177.54895,sweep,sweep_004129.jpg
72.896805,55.170746,77.04967,50.96822,68.39672,51.399555,83.90291,52.14987,63.150295,53.860344,94.004425,70.94646,64.739136,75.388,97.40855,95.37987,63.23059,102.34954,77.36616,109.912224,62.979496,118.55121,99.532295,117.16989,81.14589,118.14464,88.57282,149.97662,77.32235,151.93126,81.29022,183.66647,80.53725,187.06708,sweep,sweep_004132.jpg
90.68942,55.84442,94.81014,51.316494,86.782234,52.22446,104.52814,50.32629,84.354454,52.720207,116.956764,68.2309,87.11891,71.84721,118.8267,96.22354,81.1223,101.982834,101.2908,111.91519,80.20103,123.886696,121.944786,115.36375,103.461525,116.13756,110.606865,149.24942,101.50953,149.79192,105.52708,185.36372,107.34959,185.64105,sweep,sweep_004134.jpg
74.42755,52.65027,78.079865,48.102894,70.61214,49.01535,86.87115,45.39726,68.12939,48.219185,103.029366,62.34433,69.992485,67.68642,118.25232,84.66215,71.06293,99.32131,104.561676,91.876595,72.549515,125.85264,105.633995,116.20482,84.95871,117.060326,102.892715,151.66385,85.90408,151.89842,98.59506,183.39186,89.70289,185.16101,sweep,sweep_004136.jpg
66.901306,69.1182,71.108505,62.411522,60.2647,65.11757,82.864914,57.72856,55.912975,64.719284,104.34398,76.78931,59.140285,83.72184,120.96395,102.81661,59.09362,109.327614,114.105125,123.02615,80.73749,124.93408,113.42724,135.86877,85.61078,138.67278,108.06808,182.58739,91.51684,185.09532,102.712234,223.14766,99.55497,223.35548,sweep,sweep_004140.jpg
71.18731,71.45978,72.10067,64.11079,63.810413,68.31878,77.78474,56.56577,52.391777,65.744415,100.819855,71.0762,56.772366,79.27265,123.20988,101.91373,49.302322,106.24912,95.91269,108.64378,74.65962,110.70695,130.32289,128.86595,103.02996,134.1947,101.06827,169.6295,93.69581,181.63031,107.87149,234.91429,116.61637,242.67532,sweep,sweep_004144.jpg
86.00082,76.83071,85.424255,68.99361,77.46068,74.78736,88.5956,64.662285,62.1135,77.427986,107.64756,81.26831,67.195206,94.271034,127.10421,107.05461,58.56511,115.124344,104.13183,124.35128,82.63662,118.21697,139.88475,137.34886,113.929405,145.75853,110.32085,176.63518,101.82696,194.8045,122.939384,247.25372,121.07794,259.2115,sweep,sweep_004145.jpg
79.224174,74.40506,80.31893,66.68335,70.839554,71.05463,85.24506,62.343334,57.82607,71.998436,104.4094,80.25879,58.878,92.14741,120.061516,107.28102,47.74366,121.03193,96.623276,122.28646,73.5984,120.13017,130.05621,144.69843,102.84539,152.16725,103.84866,173.24155,101.09529,186.70312,102.32832,254.37746,122.194275,261.60104,sweep,sweep_004147.jpg
62.872307,81.85698,65.563614,74.116035,56.194427,78.544556,76.47509,69.889984,52.409687,80.41066,101.34982,91.10702,55.582096,100.16392,114.214935,122.38778,47.41142,128.93039,92.28517,130.01442,66.51413,128.65031,113.13688,160.79417,83.97538,164.72687,102.81934,197.72098,87.81239,200.50288,110.31052,265.00177,106.01646,260.0616,sweep,sweep_004150.jpg
